14 10 1.29594e-05
163 274 2.50831e-07
81 46 1.29618e-05
112 68 1.66415e-05
273 38 9.67187e-06
89 114 1.3548e-06
274 204 7.46195e-06
192 154 3.61367e-06
38 46 2.57028e-06
55 238 2.641e-05
3 251 7.55826e-06
29 76 1.26695e-05
222 99 6.45469e-06
202 288 3.45284e-06
253 172 2.20193e-06
236 260 3.62197e-06
228 68 4.00929e-06
208 284 5.35098e-06
28 49 4.46896e-06
62 256 1.65991e-05
63 113 7.97668e-06
73 203 1.04808e-05
104 22 4.01707e-06
6 68 2.85186e-06
85 207 5.61588e-06
165 75 1.44941e-05
270 116 1.35442e-06
24 197 2.79592e-07
16 255 1.00696e-05
78 190 6.34867e-07
149 54 7.97859e-06
205 282 3.46046e-06
50 159 1.09084e-06
126 10 1.46317e-05
226 93 2.78179e-06
139 225 1.23768e-05
40 70 8.80443e-06
41 152 1.00653e-05
60 70 1.03747e-05
137 220 1.0515e-05
115 47 6.439e-06
228 123 7.00201e-06
24 253 7.41646e-06
131 46 1.06341e-05
77 263 1.19764e-05
283 225 9.28824e-06
196 86 3.25014e-06
62 181 3.93009e-06
46 189 7.82155e-06
280 288 4.45065e-06
199 49 1.39399e-05
279 204 1.47062e-05
58 116 4.37013e-06
245 147 7.09451e-06
142 218 3.57901e-06
243 229 1.81829e-05
147 92 1.30283e-06
183 210 5.16926e-06
97 264 7.86404e-06
31 121 1.87617e-06
254 6 2.91538e-06
134 17 2.90715e-06
129 16 4.42572e-06
9 52 4.46355e-06
109 96 1.30223e-05
142 158 9.48905e-06
53 273 3.79547e-06
90 174 3.90144e-06
69 231 8.57872e-06
141 8 3.85951e-06
47 201 7.49674e-06
212 140 2.67734e-06
147 99 2.23519e-06
13 261 1.36337e-05
114 58 6.01509e-06
76 179 7.08796e-06
78 87 4.65154e-06
64 19 1.08659e-05
246 136 1.15979e-05
134 232 4.61034e-06
104 44 7.43985e-06
208 266 3.59976e-06
210 234 7.37158e-06
240 18 7.00321e-06
147 46 5.43838e-06
247 251 2.34123e-06
184 86 1.32603e-05
71 114 4.22489e-06
135 112 1.00507e-05
258 140 9.12921e-06
9 238 1.24353e-05
218 158 4.70737e-06
70 239 8.19723e-06
50 79 7.10033e-06
132 180 1.22834e-05
13 155 1.38146e-05
209 154 2.07465e-05
173 143 2.13135e-06
13 134 1.79173e-05
66 116 1.51717e-05
181 256 1.18319e-05
219 121 8.92685e-06
190 211 6.00656e-06
277 61 1.37113e-05
157 224 8.95659e-06
150 67 1.24907e-05
226 205 4.34038e-06
288 75 6.15164e-06
188 192 5.89853e-06
9 219 1.14727e-05
172 197 3.80385e-06
178 60 9.12832e-06
169 180 2.8628e-06
156 133 8.74528e-06
279 163 1.56671e-05
109 157 6.86578e-06
261 232 1.63929e-05
86 174 9.01055e-06
150 16 1.02902e-06
144 7 8.22664e-06
96 118 1.89541e-06
65 134 7.38073e-06
126 4 3.08026e-06
260 116 4.50699e-06
141 21 7.00985e-06
22 151 1.24784e-05
226 273 1.86946e-06
52 268 7.29649e-06
14 126 9.37896e-06
248 167 7.39059e-07
76 289 5.54686e-06
59 23 5.27497e-06
246 205 5.32582e-06
22 173 1.08383e-05
64 49 6.94903e-06
120 29 6.94172e-06
141 48 7.06356e-06
45 173 4.36601e-06
38 2 2.14504e-06
282 80 2.43911e-05
202 11 4.52573e-06
281 270 6.41371e-06
56 133 1.63263e-06
33 117 8.8625e-07
10 178 3.61406e-06
127 220 3.44834e-06
83 269 7.45847e-06
234 15 4.73275e-06
242 237 1.97076e-06
173 44 2.44068e-05
132 257 8.30834e-06
104 59 6.72978e-06
78 211 1.20507e-05
175 67 4.02476e-06
56 204 5.28432e-06
175 26 3.73976e-06
96 277 1.52953e-05
248 216 1.22363e-05
77 114 5.44046e-06
207 32 6.71626e-06
262 79 9.62217e-06
276 186 6.94959e-06
202 36 7.1459e-06
204 163 3.83439e-06
103 40 4.69757e-06
128 1 8.01592e-06
139 291 1.65948e-05
163 1 3.82329e-06
194 1 2.66172e-05
225 291 1.57402e-05
235 1 3.09422e-06
264 291 1.4728e-05
